3#apa#apa13#app1334/)  -0.332 1.517  -0.256 1.517  -0.180 1.517  -0.166 1.455  -0.166 1.379  -0.166 1.303  -0.166 1.227  -0.166 1.151  -0.166 1.075  -0.145 1.021  -0.069 1.021  -0.001 1.013  -0.001 0.937  -0.001 0.861  -0.001 0.785  -0.001 0.709  0.025 0.639  0.059 0.571  0.093 0.503  0.127 0.435  0.161 0.367  0.165 0.292  0.165 0.216  0.165 0.141  0.165 0.065  0.165 -0.011  0.165 -0.087  0.165 -0.163  0.165 -0.239  0.165 -0.315  0.165 -0.391  0.165 -0.467  0.165 -0.543  0.165 -0.619  0.165 -0.695  0.165 -0.771  0.132 -0.834  0.079 -0.887  0.025 -0.941  -0.001 -1.006  -0.001 -1.082  -0.001 -1.158  -0.001 -1.234  -0.009 -1.307  -0.063 -1.360  -0.117 -1.414  -0.171 -1.468  -0.224 -1.521  -0.278 -1.575  -0.332 -1.629
1d#uqb#ja/)  -0.574 1.468  -0.606 1.488  -0.549 1.440  -0.492 1.393  -0.437 1.343  -0.388 1.287  -0.340 1.231  -0.291 1.174  -0.243 1.117  -0.196 1.060  -0.149 1.002  -0.101 0.945  -0.065 0.880  -0.030 0.815  0.005 0.749  0.039 0.683  0.074 0.617  0.108 0.551  0.142 0.485  0.176 0.419  0.210 0.353  0.226 0.281  0.238 0.207  0.250 0.134  0.262 0.061  0.274 -0.013  0.282 -0.087  0.285 -0.161  0.287 -0.235  0.290 -0.310  0.293 -0.384  0.294 -0.458  0.290 -0.533  0.287 -0.607  0.284 -0.681  0.273 -0.754  0.241 -0.821  0.209 -0.888  0.177 -0.955  0.143 -1.021  0.100 -1.081  0.056 -1.142  0.013 -1.202  -0.030 -1.263  -0.073 -1.323  -0.121 -1.379  -0.184 -1.418  -0.248 -1.457  -0.309 -1.498  -0.380 -1.514
1d#uqb#ja/)  -0.538 1.493  -0.510 1.499  -0.448 1.464  -0.397 1.412  -0.350 1.356  -0.298 1.304  -0.239 1.260  -0.183 1.214  -0.152 1.148  -0.120 1.081  -0.089 1.015  -0.056 0.949  -0.023 0.883  0.010 0.818  0.043 0.752  0.076 0.686  0.108 0.621  0.132 0.551  0.149 0.480  0.166 0.408  0.183 0.337  0.199 0.265  0.214 0.193  0.229 0.121  0.244 0.049  0.250 -0.024  0.255 -0.097  0.259 -0.170  0.264 -0.244  0.268 -0.317  0.261 -0.390  0.250 -0.462  0.238 -0.535  0.226 -0.607  0.214 -0.680  0.190 -0.749  0.163 -0.817  0.136 -0.886  0.109 -0.954  0.081 -1.022  0.043 -1.085  0.005 -1.148  -0.033 -1.211  -0.073 -1.272  -0.115 -1.333  -0.156 -1.393  -0.208 -1.445  -0.269 -1.485  -0.331 -1.525  -0.379 -1.511
1d#uqb#ja/)  -0.640 1.496  -0.587 1.499  -0.520 1.456  -0.454 1.412  -0.405 1.350  -0.362 1.283  -0.316 1.218  -0.264 1.157  -0.212 1.096  -0.162 1.034  -0.114 0.970  -0.066 0.906  -0.023 0.839  0.018 0.770  0.058 0.701  0.098 0.632  0.145 0.568  0.200 0.510  0.254 0.452  0.309 0.394  0.350 0.326  0.386 0.254  0.421 0.183  0.449 0.108  0.466 0.030  0.482 -0.048  0.490 -0.127  0.490 -0.207  0.486 -0.286  0.460 -0.362  0.433 -0.437  0.407 -0.512  0.351 -0.569  0.294 -0.626  0.238 -0.682  0.187 -0.743  0.137 -0.806  0.087 -0.868  0.037 -0.931  -0.013 -0.993  -0.070 -1.049  -0.126 -1.106  -0.183 -1.162  -0.248 -1.208  -0.314 -1.254  -0.381 -1.297  -0.449 -1.338  -0.527 -1.345  -0.607 -1.345  -0.687 -1.345
1d#uqb#ja/)  -0.406 1.296  -0.448 1.360  -0.480 1.431  -0.471 1.451  -0.432 1.384  -0.396 1.316  -0.355 1.251  -0.309 1.189  -0.262 1.128  -0.215 1.067  -0.165 1.008  -0.112 0.952  -0.060 0.895  -0.024 0.827  0.011 0.758  0.041 0.687  0.067 0.615  0.092 0.542  0.127 0.474  0.176 0.414  0.224 0.354  0.273 0.294  0.305 0.226  0.325 0.151  0.346 0.077  0.359 0.002  0.359 -0.076  0.359 -0.153  0.359 -0.230  0.350 -0.306  0.340 -0.383  0.330 -0.459  0.313 -0.534  0.290 -0.608  0.267 -0.681  0.240 -0.753  0.203 -0.821  0.166 -0.889  0.129 -0.957  0.088 -1.022  0.040 -1.082  -0.008 -1.142  -0.057 -1.202  -0.110 -1.258  -0.164 -1.313  -0.219 -1.367  -0.282 -1.412  -0.344 -1.458  -0.401 -1.510  -0.461 -1.533
3#app#app37#app3745/)  -0.611 1.500  -0.611 1.423  -0.573 1.384  -0.497 1.384  -0.442 1.331  -0.388 1.277  -0.334 1.223  -0.279 1.169  -0.225 1.114  -0.171 1.060  -0.117 1.006  -0.063 0.952  -0.008 0.898  0.046 0.843  0.084 0.782  0.084 0.706  0.084 0.629  0.093 0.555  0.128 0.486  0.162 0.418  0.196 0.349  0.230 0.280  0.265 0.212  0.299 0.143  0.315 0.071  0.315 -0.006  0.315 -0.083  0.315 -0.159  0.315 -0.236  0.315 -0.313  0.315 -0.389  0.315 -0.466  0.282 -0.535  0.248 -0.603  0.214 -0.672  0.200 -0.745  0.195 -0.820  0.141 -0.874  0.087 -0.929  0.033 -0.983  -0.021 -1.037  -0.032 -1.109  -0.048 -1.179  -0.102 -1.234  -0.148 -1.291  -0.148 -1.368  -0.148 -1.445  -0.155 -1.518  -0.209 -1.572  -0.264 -1.627
2#app#app14#app1422/)  -0.739 1.366  -0.653 1.366  -0.566 1.366  -0.519 1.327  -0.519 1.240  -0.519 1.154  -0.440 1.146  -0.354 1.146  -0.298 1.115  -0.298 1.028  -0.298 0.941  -0.228 0.925  -0.141 0.925  -0.078 0.902  -0.078 0.816  -0.078 0.729  -0.034 0.661  0.028 0.599  0.089 0.538  0.143 0.474  0.143 0.387  0.143 0.301  0.178 0.229  0.239 0.168  0.300 0.106  0.361 0.045  0.363 -0.041  0.363 -0.127  0.363 -0.214  0.363 -0.301  0.363 -0.387  0.363 -0.474  0.363 -0.560  0.334 -0.618  0.248 -0.618  0.161 -0.618  0.143 -0.686  0.143 -0.773  0.143 -0.859  0.143 -0.946  0.143 -1.032  0.143 -1.119  0.143 -1.206  0.134 -1.288  0.072 -1.350  0.011 -1.411  -0.050 -1.472  -0.078 -1.547  -0.078 -1.634  -0.078 -1.720
2#ced#jtkr3293_s_04/)  -0.348 1.434  -0.344 1.492  -0.280 1.472  -0.213 1.442  -0.161 1.391  -0.104 1.346  -0.055 1.291  -0.017 1.229  0.019 1.166  0.054 1.101  0.082 1.034  0.108 0.966  0.139 0.899  0.156 0.828  0.174 0.757  0.190 0.686  0.199 0.613  0.208 0.540  0.216 0.467  0.224 0.395  0.231 0.322  0.238 0.249  0.236 0.176  0.227 0.103  0.220 0.031  0.213 -0.042  0.205 -0.115  0.201 -0.188  0.201 -0.262  0.192 -0.334  0.178 -0.406  0.156 -0.476  0.134 -0.545  0.118 -0.617  0.094 -0.685  0.061 -0.751  0.028 -0.816  -0.005 -0.882  -0.037 -0.947  -0.074 -1.010  -0.113 -1.073  -0.149 -1.136  -0.188 -1.198  -0.229 -1.259  -0.269 -1.320  -0.315 -1.377  -0.366 -1.430  -0.428 -1.467  -0.474 -1.523  -0.531 -1.569
2#ced#jtkr3293_s_04/)  -0.205 1.328  -0.278 1.339  -0.353 1.341  -0.373 1.363  -0.299 1.354  -0.238 1.311  -0.177 1.266  -0.115 1.225  -0.062 1.172  -0.009 1.118  0.037 1.059  0.088 1.003  0.121 0.936  0.155 0.869  0.189 0.801  0.216 0.731  0.236 0.659  0.248 0.584  0.267 0.511  0.275 0.437  0.275 0.361  0.275 0.286  0.275 0.211  0.275 0.135  0.261 0.061  0.246 -0.012  0.238 -0.087  0.226 -0.162  0.209 -0.235  0.193 -0.309  0.176 -0.382  0.153 -0.454  0.130 -0.526  0.106 -0.597  0.082 -0.669  0.058 -0.740  0.032 -0.811  0.002 -0.880  -0.035 -0.945  -0.073 -1.011  -0.109 -1.077  -0.141 -1.145  -0.165 -1.216  -0.212 -1.275  -0.252 -1.339  -0.296 -1.400  -0.341 -1.460  -0.383 -1.523  -0.433 -1.579  -0.492 -1.625
2#ced#jtkr3293_s_04/)  -0.483 1.206  -0.515 1.274  -0.481 1.315  -0.405 1.318  -0.329 1.305  -0.259 1.273  -0.187 1.248  -0.125 1.203  -0.059 1.163  0.002 1.116  0.056 1.061  0.104 1.001  0.150 0.939  0.195 0.877  0.236 0.812  0.270 0.743  0.300 0.672  0.322 0.598  0.338 0.523  0.348 0.446  0.350 0.369  0.350 0.292  0.350 0.215  0.350 0.138  0.349 0.061  0.330 -0.013  0.309 -0.087  0.285 -0.160  0.267 -0.235  0.251 -0.311  0.216 -0.380  0.183 -0.449  0.152 -0.520  0.121 -0.590  0.089 -0.660  0.056 -0.730  0.022 -0.799  -0.009 -0.870  -0.048 -0.936  -0.089 -1.001  -0.127 -1.068  -0.175 -1.128  -0.219 -1.191  -0.267 -1.251  -0.315 -1.311  -0.360 -1.373  -0.410 -1.431  -0.452 -1.496  -0.495 -1.559  -0.539 -1.622
3#ced#snsn5548_s_j5/)  -0.297 1.639  -0.250 1.576  -0.202 1.513  -0.155 1.450  -0.109 1.387  -0.069 1.319  -0.032 1.250  0.003 1.180  0.052 1.118  0.096 1.054  0.131 0.984  0.166 0.913  0.201 0.843  0.241 0.775  0.274 0.704  0.295 0.629  0.317 0.553  0.338 0.478  0.362 0.403  0.386 0.328  0.397 0.250  0.404 0.172  0.404 0.094  0.404 0.015  0.404 -0.063  0.393 -0.141  0.382 -0.219  0.369 -0.296  0.345 -0.371  0.315 -0.443  0.279 -0.513  0.238 -0.580  0.194 -0.645  0.146 -0.707  0.097 -0.768  0.043 -0.826  -0.017 -0.876  -0.080 -0.923  -0.143 -0.969  -0.210 -1.011  -0.280 -1.046  -0.353 -1.076  -0.427 -1.102  -0.503 -1.122  -0.581 -1.126  -0.657 -1.145  -0.735 -1.145  -0.809 -1.165  -0.887 -1.165  -0.878 -1.185
3#ced#snsn5548_s_j5/)  -0.328 0.684  -0.328 0.775  -0.347 0.862  -0.355 0.951  -0.379 1.037  -0.402 1.123  -0.404 1.213  -0.424 1.297  -0.355 1.285  -0.274 1.244  -0.200 1.192  -0.132 1.131  -0.067 1.069  -0.013 0.996  0.039 0.920  0.088 0.843  0.145 0.772  0.202 0.701  0.259 0.630  0.313 0.557  0.354 0.475  0.399 0.396  0.440 0.315  0.469 0.228  0.494 0.141  0.515 0.052  0.528 -0.038  0.517 -0.129  0.504 -0.219  0.489 -0.309  0.476 -0.399  0.453 -0.487  0.415 -0.568  0.358 -0.639  0.317 -0.721  0.258 -0.789  0.194 -0.854  0.129 -0.918  0.065 -0.983  -0.007 -1.039  -0.079 -1.095  -0.153 -1.147  -0.232 -1.193  -0.314 -1.234  -0.396 -1.274  -0.480 -1.307  -0.562 -1.345  -0.647 -1.375  -0.733 -1.396  -0.809 -1.433
3#ced#snsn5548_s_j5/)  -0.335 1.022  -0.367 1.096  -0.381 1.174  -0.402 1.249  -0.435 1.315  -0.421 1.342  -0.354 1.301  -0.291 1.254  -0.225 1.212  -0.166 1.157  -0.106 1.103  -0.049 1.046  0.000 0.982  0.040 0.912  0.076 0.840  0.118 0.770  0.156 0.700  0.192 0.627  0.228 0.555  0.261 0.482  0.283 0.404  0.302 0.326  0.317 0.247  0.329 0.167  0.341 0.087  0.354 0.007  0.355 -0.073  0.353 -0.154  0.342 -0.234  0.330 -0.314  0.319 -0.393  0.306 -0.473  0.292 -0.552  0.269 -0.630  0.245 -0.707  0.215 -0.782  0.185 -0.856  0.142 -0.924  0.093 -0.989  0.045 -1.053  -0.003 -1.118  -0.060 -1.175  -0.124 -1.224  -0.186 -1.275  -0.251 -1.324  -0.324 -1.356  -0.392 -1.398  -0.467 -1.428  -0.538 -1.460  -0.615 -1.480
3#apb#apb22#app2253/)  -0.703 1.431  -0.733 1.460  -0.735 1.391  -0.706 1.323  -0.669 1.259  -0.629 1.198  -0.582 1.141  -0.536 1.084  -0.493 1.024  -0.449 0.965  -0.406 0.905  -0.357 0.850  -0.305 0.798  -0.253 0.746  -0.200 0.694  -0.148 0.642  -0.096 0.589  -0.044 0.537  0.008 0.485  0.060 0.433  0.096 0.369  0.132 0.304  0.168 0.240  0.205 0.176  0.239 0.111  0.265 0.042  0.291 -0.027  0.317 -0.096  0.343 -0.165  0.361 -0.236  0.375 -0.309  0.388 -0.381  0.402 -0.454  0.407 -0.526  0.393 -0.598  0.378 -0.671  0.364 -0.743  0.350 -0.815  0.339 -0.888  0.328 -0.961  0.316 -1.034  0.293 -1.103  0.266 -1.172  0.238 -1.240  0.215 -1.310  0.191 -1.380  0.157 -1.443  0.105 -1.495  0.053 -1.548  0.001 -1.600
2#app#app06#app0628/)  -0.855 1.362  -0.855 1.285  -0.796 1.266  -0.759 1.226  -0.737 1.170  -0.661 1.168  -0.606 1.113  -0.551 1.059  -0.496 1.004  -0.429 0.979  -0.375 0.955  -0.372 0.879  -0.317 0.825  -0.279 0.763  -0.275 0.687  -0.221 0.632  -0.159 0.595  -0.087 0.589  -0.087 0.511  -0.041 0.453  0.009 0.396  0.009 0.319  0.038 0.248  0.073 0.179  0.109 0.111  0.164 0.056  0.200 -0.006  0.205 -0.081  0.260 -0.136  0.296 -0.199  0.296 -0.276  0.296 -0.353  0.296 -0.431  0.296 -0.508  0.317 -0.577  0.372 -0.632  0.392 -0.701  0.392 -0.778  0.392 -0.856  0.392 -0.933  0.392 -1.011  0.392 -1.088  0.392 -1.165  0.392 -1.243  0.392 -1.320  0.392 -1.398  0.392 -1.475  0.429 -1.516  0.488 -1.534  0.488 -1.612
3#app#app12#app1202/)  -0.797 1.385  -0.797 1.306  -0.738 1.285  -0.659 1.285  -0.579 1.285  -0.500 1.285  -0.497 1.208  -0.457 1.145  -0.401 1.089  -0.345 1.033  -0.288 0.977  -0.232 0.920  -0.184 0.859  -0.148 0.788  -0.113 0.716  -0.065 0.654  -0.009 0.598  0.003 0.523  0.003 0.444  0.024 0.385  0.103 0.385  0.103 0.305  0.103 0.226  0.131 0.158  0.187 0.101  0.203 0.028  0.239 -0.015  0.303 -0.031  0.303 -0.110  0.303 -0.190  0.303 -0.269  0.303 -0.349  0.303 -0.428  0.303 -0.508  0.303 -0.587  0.303 -0.667  0.303 -0.746  0.303 -0.826  0.303 -0.905  0.303 -0.985  0.303 -1.064  0.290 -1.141  0.254 -1.212  0.219 -1.283  0.203 -1.358  0.186 -1.431  0.130 -1.487  0.103 -1.556  0.082 -1.615  0.003 -1.615
3#app#app12#app1202/)  -0.678 1.419  -0.598 1.419  -0.581 1.356  -0.535 1.323  -0.485 1.293  -0.472 1.226  -0.392 1.226  -0.335 1.172  -0.278 1.116  -0.222 1.060  -0.196 0.991  -0.170 0.937  -0.100 0.928  -0.100 0.848  -0.048 0.790  -0.004 0.728  -0.004 0.649  0.052 0.592  0.093 0.529  0.093 0.450  0.093 0.370  0.124 0.298  0.159 0.226  0.189 0.154  0.189 0.074  0.243 0.017  0.285 -0.045  0.285 -0.125  0.285 -0.205  0.285 -0.284  0.285 -0.364  0.285 -0.444  0.285 -0.523  0.285 -0.603  0.285 -0.683  0.285 -0.762  0.285 -0.842  0.255 -0.892  0.189 -0.905  0.189 -0.985  0.135 -1.042  0.093 -1.104  0.093 -1.184  0.093 -1.264  0.046 -1.324  -0.004 -1.383  -0.004 -1.463  -0.055 -1.521  -0.100 -1.582  -0.100 -1.662
3#app#app12#app1202/)  -0.699 1.353  -0.699 1.275  -0.649 1.247  -0.571 1.247  -0.493 1.247  -0.488 1.175  -0.443 1.142  -0.382 1.125  -0.382 1.047  -0.315 1.036  -0.276 0.996  -0.265 0.930  -0.187 0.930  -0.127 0.886  -0.072 0.831  -0.034 0.763  0.000 0.694  0.035 0.624  0.041 0.547  0.041 0.469  0.048 0.394  0.103 0.339  0.147 0.279  0.147 0.201  0.147 0.123  0.174 0.057  0.229 0.001  0.252 -0.067  0.252 -0.145  0.252 -0.223  0.252 -0.301  0.252 -0.379  0.252 -0.457  0.252 -0.535  0.252 -0.613  0.252 -0.691  0.252 -0.769  0.252 -0.847  0.252 -0.925  0.252 -1.003  0.252 -1.081  0.252 -1.159  0.252 -1.237  0.235 -1.308  0.180 -1.363  0.147 -1.427  0.145 -1.504  0.111 -1.574  0.076 -1.644  0.041 -1.714
3#app#app12#app1202/)  -0.633 1.416  -0.557 1.416  -0.524 1.375  -0.516 1.308  -0.441 1.308  -0.415 1.258  -0.415 1.183  -0.415 1.108  -0.358 1.091  -0.290 1.074  -0.237 1.020  -0.198 0.961  -0.198 0.886  -0.198 0.811  -0.178 0.745  -0.125 0.692  -0.078 0.634  -0.045 0.567  -0.011 0.499  0.019 0.431  0.019 0.356  0.019 0.281  0.019 0.206  0.019 0.131  0.060 0.073  0.113 0.020  0.166 -0.033  0.219 -0.086  0.236 -0.154  0.236 -0.229  0.236 -0.304  0.236 -0.379  0.236 -0.454  0.236 -0.530  0.236 -0.605  0.236 -0.680  0.236 -0.755  0.236 -0.830  0.236 -0.905  0.236 -0.980  0.236 -1.055  0.236 -1.130  0.236 -1.205  0.236 -1.280  0.236 -1.355  0.236 -1.430  0.236 -1.505  0.236 -1.580  0.236 -1.655  0.236 -1.730
3#app#app12#app1202/)  -0.586 1.453  -0.586 1.377  -0.538 1.348  -0.481 1.329  -0.481 1.253  -0.414 1.244  -0.377 1.205  -0.366 1.140  -0.290 1.140  -0.231 1.098  -0.177 1.044  -0.168 0.972  -0.168 0.896  -0.163 0.822  -0.110 0.768  -0.064 0.711  -0.064 0.635  -0.064 0.559  -0.042 0.491  0.012 0.438  0.041 0.373  0.041 0.297  0.041 0.221  0.079 0.161  0.133 0.107  0.145 0.036  0.145 -0.040  0.146 -0.116  0.180 -0.184  0.214 -0.252  0.248 -0.320  0.250 -0.396  0.250 -0.472  0.250 -0.548  0.250 -0.624  0.250 -0.700  0.250 -0.776  0.250 -0.853  0.250 -0.929  0.250 -1.005  0.250 -1.081  0.250 -1.157  0.250 -1.233  0.216 -1.295  0.162 -1.349  0.145 -1.418  0.145 -1.494  0.145 -1.570  0.095 -1.626  0.041 -1.679
2#app#app19#app1919/)  -1.077 0.848  -0.995 0.848  -0.914 0.848  -0.900 0.914  -0.900 0.995  -0.848 1.024  -0.767 1.024  -0.686 1.024  -0.605 1.024  -0.524 1.024  -0.442 1.024  -0.370 1.016  -0.370 0.935  -0.370 0.854  -0.317 0.795  -0.259 0.737  -0.202 0.680  -0.145 0.623  -0.088 0.565  -0.030 0.508  -0.016 0.433  -0.016 0.351  0.017 0.284  0.074 0.227  0.132 0.170  0.189 0.112  0.246 0.055  0.304 -0.002  0.337 -0.070  0.337 -0.151  0.337 -0.232  0.337 -0.313  0.340 -0.393  0.398 -0.450  0.455 -0.507  0.512 -0.565  0.514 -0.645  0.514 -0.726  0.514 -0.807  0.514 -0.888  0.514 -0.969  0.514 -1.050  0.514 -1.132  0.514 -1.213  0.514 -1.294  0.514 -1.375  0.509 -1.454  0.452 -1.511  0.394 -1.569  0.337 -1.626
3#apb#apb14#app1417/)  -0.495 0.815  -0.539 0.881  -0.588 0.889  -0.629 0.937  -0.629 1.016  -0.673 1.082  -0.695 1.145  -0.651 1.138  -0.574 1.149  -0.497 1.136  -0.419 1.121  -0.365 1.071  -0.319 1.007  -0.263 0.951  -0.210 0.893  -0.161 0.832  -0.111 0.770  -0.073 0.702  -0.041 0.629  -0.009 0.557  0.023 0.485  0.053 0.412  0.082 0.339  0.110 0.265  0.138 0.191  0.166 0.118  0.195 0.044  0.212 -0.032  0.222 -0.111  0.232 -0.189  0.242 -0.267  0.252 -0.345  0.261 -0.424  0.271 -0.502  0.280 -0.581  0.288 -0.659  0.296 -0.737  0.305 -0.816  0.313 -0.894  0.321 -0.973  0.329 -1.051  0.338 -1.130  0.346 -1.208  0.355 -1.287  0.364 -1.365  0.372 -1.444  0.381 -1.522  0.390 -1.600  0.398 -1.679  0.407 -1.757
1d#ibm#ibm0#r0204/)  -0.585 1.690  -0.560 1.615  -0.534 1.539  -0.509 1.464  -0.484 1.389  -0.448 1.319  -0.407 1.251  -0.366 1.183  -0.325 1.115  -0.285 1.047  -0.244 0.979  -0.203 0.911  -0.162 0.843  -0.126 0.772  -0.090 0.701  -0.055 0.630  -0.019 0.559  0.016 0.488  0.052 0.417  0.087 0.346  0.123 0.275  0.158 0.204  0.186 0.130  0.211 0.055  0.236 -0.020  0.261 -0.096  0.286 -0.171  0.311 -0.246  0.336 -0.321  0.361 -0.397  0.385 -0.472  0.405 -0.549  0.424 -0.626  0.443 -0.703  0.462 -0.780  0.481 -0.857  0.454 -0.921  0.398 -0.977  0.342 -1.033  0.286 -1.089  0.211 -1.101  0.132 -1.101  0.053 -1.104  -0.018 -1.140  -0.088 -1.175  -0.160 -1.208  -0.239 -1.208  -0.319 -1.208  -0.398 -1.208  -0.477 -1.208
1d#ibm#ibm0#r0204/)  -0.622 1.605  -0.567 1.550  -0.512 1.495  -0.457 1.440  -0.402 1.384  -0.347 1.329  -0.292 1.274  -0.255 1.207  -0.226 1.135  -0.197 1.063  -0.168 0.990  -0.139 0.918  -0.110 0.846  -0.081 0.773  -0.052 0.701  -0.016 0.632  0.025 0.566  0.065 0.499  0.105 0.432  0.145 0.365  0.185 0.298  0.225 0.232  0.265 0.165  0.304 0.098  0.320 0.021  0.335 -0.055  0.350 -0.131  0.365 -0.208  0.381 -0.284  0.396 -0.361  0.411 -0.437  0.409 -0.512  0.384 -0.586  0.359 -0.660  0.335 -0.734  0.310 -0.808  0.271 -0.875  0.228 -0.940  0.185 -1.005  0.142 -1.069  0.099 -1.134  0.045 -1.187  -0.025 -1.222  -0.095 -1.257  -0.165 -1.289  -0.243 -1.289  -0.321 -1.289  -0.396 -1.283  -0.451 -1.228  -0.506 -1.173
1d#ibm#ibm0#r0204/)  -0.552 1.655  -0.528 1.582  -0.498 1.511  -0.459 1.445  -0.421 1.378  -0.382 1.312  -0.344 1.245  -0.305 1.178  -0.267 1.112  -0.228 1.045  -0.190 0.979  -0.151 0.912  -0.113 0.845  -0.075 0.778  -0.039 0.710  -0.003 0.642  0.033 0.574  0.069 0.506  0.105 0.438  0.141 0.370  0.177 0.302  0.213 0.234  0.249 0.166  0.274 0.094  0.288 0.019  0.302 -0.057  0.316 -0.132  0.330 -0.208  0.344 -0.284  0.359 -0.359  0.373 -0.435  0.383 -0.511  0.383 -0.588  0.383 -0.665  0.383 -0.742  0.351 -0.809  0.308 -0.873  0.265 -0.937  0.223 -1.001  0.180 -1.065  0.128 -1.112  0.054 -1.122  -0.013 -1.160  -0.080 -1.198  -0.147 -1.236  -0.215 -1.271  -0.289 -1.290  -0.364 -1.308  -0.439 -1.327  -0.513 -1.346
3#apa#apa15#app1521/)  -0.626 1.464  -0.552 1.464  -0.477 1.464  -0.442 1.424  -0.442 1.349  -0.442 1.274  -0.442 1.200  -0.442 1.125  -0.410 1.064  -0.358 1.011  -0.305 0.958  -0.252 0.906  -0.199 0.853  -0.147 0.800  -0.094 0.747  -0.053 0.686  -0.020 0.619  0.013 0.552  0.047 0.485  0.080 0.419  0.113 0.352  0.147 0.285  0.180 0.219  0.214 0.152  0.247 0.085  0.280 0.018  0.293 -0.053  0.293 -0.128  0.293 -0.202  0.293 -0.277  0.293 -0.352  0.293 -0.426  0.293 -0.501  0.293 -0.576  0.293 -0.650  0.293 -0.725  0.293 -0.799  0.293 -0.874  0.279 -0.942  0.226 -0.995  0.173 -1.048  0.120 -1.101  0.091 -1.168  0.067 -1.239  0.044 -1.309  0.020 -1.380  -0.004 -1.451  -0.027 -1.522  -0.051 -1.593  -0.074 -1.663
3#ced#napl4256_s_0f/)  -0.296 0.844  -0.351 0.911  -0.419 0.966  -0.472 1.035  -0.547 1.079  -0.616 1.133  -0.688 1.184  -0.768 1.206  -0.704 1.146  -0.632 1.096  -0.559 1.048  -0.487 0.999  -0.422 0.941  -0.347 0.895  -0.282 0.836  -0.217 0.777  -0.152 0.718  -0.096 0.651  -0.037 0.585  0.025 0.523  0.084 0.458  0.141 0.392  0.197 0.324  0.253 0.256  0.303 0.184  0.353 0.112  0.401 0.039  0.447 -0.036  0.491 -0.113  0.520 -0.195  0.538 -0.281  0.549 -0.368  0.550 -0.456  0.543 -0.543  0.529 -0.630  0.505 -0.714  0.481 -0.798  0.455 -0.882  0.406 -0.955  0.359 -1.029  0.307 -1.098  0.242 -1.158  0.185 -1.225  0.121 -1.283  0.048 -1.332  -0.028 -1.377  -0.106 -1.417  -0.185 -1.454  -0.268 -1.485  -0.351 -1.512
3#ced#napl4256_s_0f/)  -0.789 0.677  -0.848 0.736  -0.897 0.803  -0.956 0.863  -1.006 0.930  -0.954 0.991  -0.876 1.020  -0.793 1.006  -0.711 0.988  -0.629 0.971  -0.550 0.943  -0.469 0.930  -0.390 0.912  -0.315 0.874  -0.240 0.837  -0.167 0.796  -0.097 0.750  -0.032 0.697  0.028 0.638  0.087 0.579  0.146 0.520  0.198 0.454  0.244 0.385  0.293 0.317  0.340 0.247  0.380 0.174  0.419 0.100  0.459 0.026  0.482 -0.054  0.507 -0.134  0.533 -0.214  0.556 -0.294  0.568 -0.376  0.568 -0.460  0.560 -0.543  0.548 -0.626  0.537 -0.709  0.512 -0.789  0.479 -0.866  0.446 -0.943  0.409 -1.017  0.363 -1.087  0.320 -1.159  0.279 -1.232  0.226 -1.297  0.170 -1.359  0.110 -1.418  0.051 -1.477  -0.014 -1.529  -0.084 -1.576
3#ced#napl4256_s_0f/)  -0.854 0.757  -0.886 0.831  -0.920 0.903  -0.940 0.981  -0.916 1.049  -0.841 1.067  -0.761 1.067  -0.681 1.060  -0.603 1.041  -0.526 1.015  -0.451 0.985  -0.377 0.954  -0.305 0.919  -0.238 0.874  -0.170 0.829  -0.105 0.783  -0.048 0.726  0.011 0.671  0.073 0.619  0.125 0.558  0.172 0.492  0.215 0.424  0.258 0.356  0.298 0.286  0.337 0.216  0.370 0.142  0.403 0.068  0.429 -0.008  0.454 -0.085  0.463 -0.165  0.471 -0.245  0.479 -0.325  0.487 -0.405  0.483 -0.485  0.473 -0.565  0.458 -0.645  0.443 -0.724  0.422 -0.802  0.399 -0.879  0.371 -0.955  0.339 -1.029  0.304 -1.101  0.265 -1.172  0.225 -1.242  0.186 -1.313  0.147 -1.383  0.095 -1.445  0.043 -1.506  -0.009 -1.567  -0.062 -1.629
2#ibm#ibm0#r0408/)  -0.440 1.628  -0.440 1.554  -0.422 1.487  -0.369 1.434  -0.317 1.381  -0.283 1.314  -0.250 1.248  -0.217 1.181  -0.183 1.114  -0.150 1.048  -0.117 0.981  -0.083 0.914  -0.045 0.851  -0.003 0.789  0.038 0.727  0.079 0.664  0.121 0.602  0.162 0.540  0.187 0.471  0.205 0.399  0.223 0.326  0.241 0.254  0.259 0.182  0.277 0.109  0.295 0.037  0.297 -0.038  0.297 -0.112  0.297 -0.187  0.297 -0.261  0.297 -0.336  0.297 -0.410  0.297 -0.485  0.297 -0.560  0.274 -0.629  0.241 -0.695  0.207 -0.762  0.174 -0.829  0.121 -0.881  0.068 -0.934  0.016 -0.987  -0.037 -1.040  -0.083 -1.097  -0.117 -1.164  -0.150 -1.231  -0.183 -1.297  -0.229 -1.355  -0.282 -1.407  -0.335 -1.460  -0.388 -1.513  -0.440 -1.566
